id,ok_schema,ok_dev3,ok_grade_age,ok_subjects,ok_agentname,ok_academic_level,ok_style_values,ok_style_social,ok_style_creativity,ok_style_psych,ok_sensitive,ok_values_7dims,ok_crea_8dims_radar,ok_psy_coverage,values_len_ok,social_len_ok,psych_len_ok,distinct2_values,distinct3_values,distinct2_social,distinct3_social,distinct2_crea,distinct3_crea,distinct2_psych,distinct3_psych,crea_std,coh_values_psy,性别,年级,学术水平(raw),代理名
11,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,0.9138888888888889,0.9944289693593314,0.9549180327868853,1.0,0.8730964467005076,0.9669211195928753,0.9077568134171907,0.9873949579831933,0.49487165930539345,,男,初二,中：成绩全校排名前10%至30%,jiang3_tao1
12,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9219088937093276,0.991304347826087,0.9446494464944649,0.9962962962962963,0.8841463414634146,0.963302752293578,0.8870292887029289,0.9769392033542977,0.49487165930539345,0.0,男,高二,中：成绩全校排名前10%至30%,shao4_yi1ming2
13,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9296187683284457,0.9911764705882353,0.9345454545454546,0.9781021897810219,0.8598130841121495,0.95625,0.8962264150943396,0.9886578449905482,0.4714045207910317,,男,初二,中：成绩全校排名前10%至30%,hu2_yi1fan1
14,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9588607594936709,1.0,0.9488188976377953,0.9960474308300395,0.8775510204081632,0.9678362573099415,0.8713692946058091,0.972972972972973,0.9897433186107869,,女,四年级,中：成绩全校排名前10%至30%,song4_chen2xi1
15,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9498607242339833,0.994413407821229,0.9392857142857143,0.982078853046595,0.8928571428571429,0.9701492537313433,0.8747697974217311,0.9760147601476015,0.6959705453537527,0.5,女,初二,中：成绩全校排名前10%至30%,xie4_ruo4han2
16,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,0.9088669950738916,0.9827160493827161,0.9519650655021834,1.0,0.8571428571428571,0.9492537313432836,0.8875305623471883,0.9877450980392157,0.4403152859263555,,男,初二,中：成绩全校排名前10%至30%,luo2_yi4chen2
17,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9138461538461539,0.9969135802469136,0.9673469387755103,1.0,0.8785310734463276,0.9631728045325779,0.8777372262773723,0.9835466179159049,0.49487165930539345,1.0,女,高一,中：成绩全校排名前10%至30%,feng2_jia1ni2
18,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.905852417302799,0.9897959183673469,0.9392857142857143,0.992831541218638,0.8245192307692307,0.9325301204819277,0.8603696098562629,0.977366255144033,0.5,0.0,男,高一,中：成绩全校排名前10%至30%,zhang1_ming2xuan1
19,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.8298969072164949,0.9638242894056848,0.9659574468085106,1.0,0.8617886178861789,0.9592391304347826,0.8817829457364341,0.9825242718446602,0.4841229182759271,,女,三年级,中：成绩全校排名前10%至30%,zheng4_jia1le4
20,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9100418410041841,0.9937106918238994,0.946236559139785,0.9892086330935251,0.8571428571428571,0.9614325068870524,0.9184890656063618,0.9920318725099602,0.4841229182759271,0.0,男,高一,中：成绩全校排名前10%至30%,duan4_yu3fan2
21,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.9385474860335196,0.9915966386554622,0.9678899082568807,1.0,0.8834355828220859,0.9507692307692308,0.8802946593001841,0.9760147601476015,0.4403152859263555,,男,高二,中：成绩全校排名前10%至30%,lu3_haoran2
22,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.9134328358208955,0.9940119760479041,0.9464285714285714,0.996415770609319,0.8770491803278688,0.9534246575342465,0.8814317673378076,0.9775784753363229,0.4841229182759271,0.0,男,六年级,中：成绩全校排名前10%至30%,ma3_zixuan1
23,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.926605504587156,1.0,0.9322033898305084,0.9829931972789115,0.8545454545454545,0.953125,0.9174757281553398,0.9975669099756691,0.5,0.0,男,初二,中：成绩全校排名前10%至30%,cui1_zi3rui4
24,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.923943661971831,0.9943502824858758,0.9469026548672567,0.9955555555555555,0.8650306748466258,0.9384615384615385,0.9025844930417495,0.9900398406374502,0.6959705453537527,1.5,男,高一,中：成绩全校排名前10%至30%,tang2_haolin2
25,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9311377245508982,0.993993993993994,0.9508196721311475,0.9958847736625515,0.8995098039215687,0.9656019656019657,0.906,0.9899799599198397,0.414578098794425,,女,高一,中：成绩全校排名前10%至30%,jiang1_meng4ting2
26,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9169329073482428,0.9839743589743589,0.963963963963964,0.995475113122172,0.8575063613231552,0.9642857142857143,0.8735408560311284,0.9727095516569201,0.7284313590846836,0.0,女,六年级,中：成绩全校排名前10%至30%,wang1_xin1yi2
27,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,0.9287833827893175,0.9940476190476191,0.9713114754098361,0.9958847736625515,0.8292682926829268,0.9347826086956522,0.8811475409836066,0.9753593429158111,0.5,,女,六年级,中：成绩全校排名前10%至30%,cao2_jiaying3
28,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.8935185185185185,0.9837587006960556,0.9404255319148936,0.9829059829059829,0.8563218390804598,0.9567723342939481,0.8828282828282829,0.9736842105263158,0.6614378277661477,0.0,男,高二,中：成绩全校排名前10%至30%,liao4_zhuoran2
29,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.9016786570743405,0.9807692307692307,0.9463087248322147,0.9966329966329966,0.8530927835051546,0.9560723514211886,0.8857142857142857,0.9815950920245399,0.4841229182759271,,女,六年级,中：成绩全校排名前10%至30%,wu2_zixuan1
30,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,0.9187935034802784,0.9930232558139535,0.9707112970711297,1.0,0.8430379746835444,0.9365482233502538,0.9096153846153846,0.9961464354527938,0.7284313590846836,,女,高一,中：成绩全校排名前10%至30%,han2_ruo4xuan1
31,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,0.9029411764705882,0.9941002949852508,0.9482071713147411,0.996,0.889196675900277,0.9722222222222222,0.8773424190800682,0.9744027303754266,0.4330127018922193,0.0,女,高一,中：成绩全校排名前10%至30%,qian2_ziyu2
32,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9099099099099099,0.9849397590361446,0.9670781893004116,1.0,0.8515151515151516,0.9452887537993921,0.839458413926499,0.9496124031007752,0.4841229182759271,,女,高一,中：成绩全校排名前10%至30%,ye4_si1chen2
33,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,0.8924050632911392,0.985200845665962,0.9212328767123288,0.993127147766323,0.8918269230769231,0.9710843373493976,0.8910505836575876,0.9805068226120858,0.4948716593053935,0.0,女,高一,中：成绩全校排名前10%至30%,meng4_kexin1
34,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.8954869358669834,0.9857142857142858,0.9312714776632303,0.993103448275862,0.8540540540540541,0.9512195121951219,0.8851851851851852,0.987012987012987,0.4517539514526256,,女,高一,中：成绩全校排名前10%至30%,wen1_jing4yi2
35,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9129353233830846,0.9850374064837906,0.9523809523809523,1.0,0.8876404494382022,0.971830985915493,0.8871595330739299,0.9805068226120858,0.6959705453537527,0.0,女,初一,中：成绩全校排名前10%至30%,guo1_le4yao2
36,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9093264248704663,0.9844155844155844,0.9473684210526315,0.9929577464788732,0.8786127167630058,0.9710144927536232,0.8916155419222904,0.9774590163934426,0.42847841252506524,0.0,男,高一,中：成绩全校排名前10%至30%,li2_si1yuan3
37,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9297658862876255,0.9932885906040269,0.9638989169675091,1.0,0.8459016393442623,0.9539473684210527,0.8905263157894737,0.9873417721518988,0.44876373392787533,,男,高一,中：成绩全校排名前10%至30%,he4_cheng2ze2
38,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.922077922077922,0.9869791666666666,0.9431818181818182,0.9923954372623575,0.8216867469879519,0.9468599033816425,0.9230769230769231,0.9974293059125964,0.42847841252506524,,女,高一,中：成绩全校排名前10%至30%,liang2_zihan2
39,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9171597633136095,0.9970326409495549,0.9042904290429042,0.9966887417218543,0.9060240963855422,0.9855072463768116,0.88,0.9767932489451476,0.4330127018922193,0.0,男,初一,中：成绩全校排名前10%至30%,sheng4_jia1chen2
40,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9166666666666666,0.9876160990712074,0.9578059071729957,1.0,0.861764705882353,0.9498525073746312,0.8853211009174312,0.9839080459770115,0.4841229182759271,0.0,女,初二,中：成绩全校排名前10%至30%,zhang1_shu1_han2
41,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,0.9278350515463918,0.9974160206718347,0.9355932203389831,0.9931972789115646,0.8475935828877005,0.9490616621983914,0.8732142857142857,0.9821109123434705,0.7806247497997998,,男,高一,中：成绩全校排名前10%至30%,yuan2_zhiyuan3
42,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9323529411764706,0.9970501474926253,0.9404761904761905,1.0,0.8539325842696629,0.9624060150375939,0.8687782805429864,0.9795918367346939,0.6959705453537527,,男,初二,高：成绩全校排名前10%,cheng2_yi1ming2
43,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.9022222222222223,0.9866369710467706,0.9326241134751773,0.9893238434163701,0.8387909319899244,0.9242424242424242,0.8832752613240418,0.9842931937172775,0.4841229182759271,0.0,女,初二,中：成绩全校排名前10%至30%,lu4_zihan2
44,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.927007299270073,0.9878048780487805,0.9550173010380623,1.0,0.8756476683937824,0.9532467532467532,0.87374749498998,0.9738955823293173,0.6959705453537527,0.0,男,高一,中：成绩全校排名前10%至30%,wang2_zi3jian4
45,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.8962536023054755,0.9826589595375722,0.9111842105263158,0.9867986798679867,0.8555304740406321,0.9638009049773756,0.9185606060606061,0.9848197343453511,0.6959705453537527,0.0,男,初二,中：成绩全校排名前10%至30%,peng2_zi3mo4
46,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9189814814814815,0.9860788863109049,0.9473684210526315,0.991869918699187,0.8587896253602305,0.9450867052023122,0.8745019920318725,0.9780439121756487,0.4948716593053935,,男,初二,中：成绩全校排名前10%至30%,song4_yu3hang2
47,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9270833333333334,0.9937369519832986,0.9322033898305084,0.9965986394557823,0.8557692307692307,0.9686746987951808,0.9152173913043479,0.9760348583877996,0.6614378277661477,,女,初一,中：成绩全校排名前10%至30%,dai4_xin1ran2
48,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9093333333333333,0.9946524064171123,0.8848484848484849,0.9756838905775076,0.857566765578635,0.9404761904761905,0.9147121535181236,0.9957264957264957,0.4841229182759271,,男,初二,中：成绩全校排名前10%至30%,cai4_wen2jie2
49,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.9140271493212669,0.9931972789115646,0.9514925373134329,0.9962546816479401,0.8826185101580135,0.9796380090497737,0.9043151969981238,0.981203007518797,0.7637626158259734,,女,初一,中：成绩全校排名前10%至30%,yang2_zixuan1
50,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9064327485380117,0.9882697947214076,0.9530685920577617,1.0,0.8770949720670391,0.957983193277311,0.9103313840155945,0.98046875,0.4841229182759271,,女,初一,中：成绩全校排名前10%至30%,wu3_zi3mo4
51,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9208860759493671,0.9809523809523809,0.9498207885304659,0.9892086330935251,0.8567073170731707,0.9480122324159022,0.89272030651341,0.9865642994241842,0.6614378277661477,0.0,女,初二,中：成绩全校排名前10%至30%,tan2_shi1yu3
52,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.8962536023054755,0.9855491329479769,0.9486166007905138,1.0,0.8944099378881988,0.9595015576323987,0.8776290630975143,0.9808429118773946,0.6998542122237652,0.0,女,高一,中：成绩全校排名前10%至30%,jia3_si1yi2
53,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.8899755501222494,0.9803921568627451,0.9619377162629758,1.0,0.8695652173913043,0.9593023255813954,0.8885135135135135,0.9864636209813875,0.7806247497997998,0.0,女,高一,中：成绩全校排名前10%至30%,zhu1_chen2yu2
54,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.8886363636363637,0.9863325740318907,0.9172932330827067,0.9886792452830189,0.8662207357859532,0.9630872483221476,0.9104803493449781,0.9890590809628009,0.7071067811865476,,男,初二,中：成绩全校排名前10%至30%,yao2_zixuan1
55,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,0.9088729016786571,0.9855769230769231,0.9644128113879004,0.9964285714285714,0.8763440860215054,0.9649595687331537,0.884990253411306,0.970703125,0.6959705453537527,,男,高一,中：成绩全校排名前10%至30%,cheng2_zichen2
56,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9179487179487179,0.9897172236503856,0.9350180505415162,0.9891304347826086,0.8811188811188811,0.9578947368421052,0.8815261044176707,0.9778672032193159,0.4948716593053935,0.0,男,初二,中：成绩全校排名前10%至30%,shen3_si1yuan3
57,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,0.932258064516129,0.9870550161812298,0.9578947368421052,1.0,0.8621553884711779,0.9422110552763819,0.8810916179337231,0.986328125,0.4629100498862757,,男,初二,中：成绩全校排名前10%至30%,niu2_zi3rui4
58,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.8848314606741573,0.9605633802816902,0.9469387755102041,0.9959016393442623,0.8977272727272727,0.9829059829059829,0.8588469184890656,0.9721115537848606,0.5,0.0,男,初二,中：成绩全校排名前10%至30%,sheng4_wen2xuan1
59,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,0.9105263157894737,0.9841688654353562,0.9333333333333333,0.9888475836431226,0.875,0.9645776566757494,0.8812056737588653,0.9857904085257548,0.3903123748998999,0.0,女,初二,中：成绩全校排名前10%至30%,du4_jiayi2
60,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9182561307901907,0.9918032786885246,0.9553903345724907,0.9888059701492538,0.8676056338028169,0.9519774011299436,0.8692307692307693,0.9826589595375722,0.8569568250501305,,男,高一,中：成绩全校排名前10%至30%,lin2_yu3chen2
61,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9237057220708447,0.994535519125683,0.9475524475524476,0.9894736842105263,0.8768115942028986,0.9588377723970944,0.8576051779935275,0.9708265802269044,0.4948716593053935,,女,四年级,中：成绩全校排名前10%至30%,li3_yu3he2
62,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.8982630272952854,0.9800995024875622,0.9473684210526315,1.0,0.852112676056338,0.9529411764705882,0.9023255813953488,0.9813519813519813,0.5994789404140899,,女,初二,高：成绩全校排名前10%,yang2_zi3tong2
63,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9299719887955182,0.9943820224719101,0.9177631578947368,0.9867986798679867,0.86,0.9570200573065902,0.8463157894736842,0.959915611814346,0.9682458365518543,0.0,女,高一,中：成绩全校排名前10%至30%,qin2_si1yan2
64,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.8977556109725686,0.985,0.9411764705882353,1.0,0.8379888268156425,0.9299719887955182,0.8810289389067524,0.9855072463768116,0.6614378277661477,,男,高一,中：成绩全校排名前10%至30%,li3_hao4ming2
65,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.8997289972899729,0.9836956521739131,0.9595959595959596,0.9898477157360406,0.8501440922190202,0.9219653179190751,0.8865096359743041,0.9892703862660944,0.6959705453537527,0.0,女,高一,中：成绩全校排名前10%至30%,huo4_zi3yin1
66,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.8974358974358975,0.9914346895074947,0.9388646288209607,1.0,0.8701298701298701,0.9609120521172638,0.8938053097345132,0.9800443458980045,0.4841229182759271,,女,初二,中：成绩全校排名前10%至30%,lai4_yu3tong2
67,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9,0.9768637532133676,0.9683794466403162,1.0,0.8835978835978836,0.9602122015915119,0.8943533697632058,0.9927007299270073,0.4841229182759271,,女,初二,中：成绩全校排名前10%至30%,lu2_xin1tong2
68,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9080962800875274,0.9846491228070176,0.9480968858131488,0.9930555555555556,0.8664921465968587,0.9448818897637795,0.9100418410041841,0.9937106918238994,0.7071067811865476,0.0,男,高一,中：成绩全校排名前10%至30%,xiao1_yu3zhe2
69,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.9185667752442996,0.9836601307189542,0.933933933933934,0.9879518072289156,0.8871681415929203,0.9689578713968958,0.8850806451612904,0.9818181818181818,0.7806247497997998,,女,高一,中：成绩全校排名前10%至30%,su1_jin3yu2
70,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.8902691511387164,0.9896265560165975,0.9291044776119403,0.9887640449438202,0.849112426035503,0.9495548961424333,0.896797153024911,0.9857397504456328,0.6959705453537527,0.0,男,高一,中：成绩全校排名前10%至30%,jia3_zi3qian1
71,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.8883116883116883,0.9791666666666666,0.9571984435797666,0.99609375,0.8911174785100286,0.9626436781609196,0.8804597701149425,0.9861751152073732,0.5,0.0,女,初二,中：成绩全校排名前10%至30%,zou1_zi3xuan1
72,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.8961038961038961,0.9869791666666666,0.9409722222222222,0.9930313588850174,0.8733509234828496,0.9656084656084656,0.8817635270541082,0.9879518072289156,0.7806247497997998,,女,六年级,中：成绩全校排名前10%至30%,tan2_zi3qi2
73,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.904891304347826,0.9809264305177112,0.9659090909090909,1.0,0.8655913978494624,0.9460916442048517,0.8705882352941177,0.9797979797979798,0.4841229182759271,,男,六年级,中：成绩全校排名前10%至30%,huang2_jia1cheng2
74,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9093406593406593,0.9917355371900827,0.9517543859649122,0.9955947136563876,0.8651026392961877,0.9441176470588235,0.9096774193548387,0.9827586206896551,0.4841229182759271,,男,初一,中：成绩全校排名前10%至30%,ding1_zi3rui4
75,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,0.9276139410187667,0.9973118279569892,0.9522184300341296,0.9931506849315068,0.8759493670886076,0.9771573604060914,0.8717948717948718,0.9706422018348624,0.4898979485566356,0.0,女,高一,中：成绩全校排名前10%至30%,lin2_yu3tong2
76,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,0.8986784140969163,0.9889624724061811,0.9389830508474576,0.9965986394557823,0.8634020618556701,0.9560723514211886,0.8783505154639175,0.9772727272727273,0.6614378277661477,0.0,男,初一,中：成绩全校排名前10%至30%,xing2_rui4_yuan3
77,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.9049079754601227,0.9846153846153847,0.9300411522633745,0.9958677685950413,0.869942196531792,0.9507246376811594,0.8669354838709677,0.9737373737373738,0.4841229182759271,0.0,男,初二,中：成绩全校排名前10%至30%,yin3_fan2xuan1
78,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9348370927318296,0.992462311557789,0.9576547231270358,1.0,0.8986666666666666,0.9679144385026738,0.8600405679513184,0.9796747967479674,0.7880950133074057,,女,五年级,中：成绩全校排名前10%至30%,ran3_si1fan2
79,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9246231155778895,0.9924433249370277,0.9477351916376306,0.9965034965034965,0.8937644341801386,0.9768518518518519,0.8936535162950258,0.9879725085910653,0.49487165930539345,0.0,女,初二,中：成绩全校排名前10%至30%,ou1_yang2_xin1_yan2
80,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.8735083532219571,0.9641148325358851,0.9256198347107438,0.991701244813278,0.8794788273615635,0.9640522875816994,0.91725768321513,0.990521327014218,0.4403152859263555,0.0,女,初一,中：成绩全校排名前10%至30%,du4_xin1yan2
81,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,0.9111111111111111,0.9860724233983287,0.9449152542372882,0.9872340425531915,0.8643067846607669,0.9585798816568047,0.8537477148080439,0.9615384615384616,0.5,0.0,男,初二,中：成绩全校排名前10%至30%,mu4_zeyang2
82,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.8601036269430051,0.9636363636363636,0.9214285714285714,0.985663082437276,0.8494318181818182,0.9515669515669516,0.8905950095969289,0.9826923076923076,0.4841229182759271,1.0,男,高一,中：成绩全校排名前10%至30%,gu4_zi3rui4
83,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,0.8925438596491229,0.9824175824175824,0.9710743801652892,1.0,0.8466076696165191,0.9526627218934911,0.8757637474541752,0.9857142857142858,0.8,0.0,男,六年级,中：成绩全校排名前10%至30%,fu4_zi3chen2
84,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,0.9023809523809524,0.9904534606205251,0.9178571428571428,0.992831541218638,0.8945783132530121,0.9697885196374623,0.875,0.9761431411530815,1.32664991614216,0.0,女,五年级,中：成绩全校排名前10%至30%,qu1_yan4lin2
85,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9433962264150944,0.9929078014184397,0.9691119691119691,1.0,0.8508771929824561,0.9384164222873901,0.8956692913385826,0.9881656804733728,0.4841229182759271,0.0,男,高一,中：成绩全校排名前10%至30%,xue1_wen2bin1
86,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.9069069069069069,0.9759036144578314,0.9368770764119602,0.99,0.8325,0.9373433583959899,0.8910505836575876,0.98635477582846,0.7071067811865476,0.0,男,六年级,中：成绩全校排名前10%至30%,liang2_yu3hang2
87,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9057377049180327,0.9917864476386037,0.9707112970711297,1.0,0.871859296482412,0.9571788413098237,0.884990253411306,0.970703125,0.7261843774138906,0.0,女,初二,中：成绩全校排名前10%至30%,teng2_jia1xuan2
88,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,0.896457765667575,0.9836065573770492,0.9360902255639098,0.9962264150943396,0.8608490566037735,0.9621749408983451,0.8884462151394422,0.9880239520958084,0.4841229182759271,0.0,男,初二,中：成绩全校排名前10%至30%,hu2_haoran2
89,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9506578947368421,1.0,0.9864253393665159,1.0,0.8546365914786967,0.9396984924623115,0.8916666666666667,0.994991652754591,0.7071067811865476,,女,六年级,中：成绩全校排名前10%至30%,ye4_zi3tong2
90,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,0.9031531531531531,0.9864559819413092,0.9515418502202643,1.0,0.8763157894736842,0.9604221635883905,0.8827160493827161,0.9855670103092784,0.5,,男,六年级,中：成绩全校排名前10%至30%,wu2_yi4xuan1
91,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,0.8984198645598194,0.9864253393665159,0.9369369369369369,0.9909638554216867,0.8949416342412452,0.9785575048732943,0.9065934065934066,0.9944954128440368,0.8329931278350429,,女,六年级,中：成绩全校排名前10%至30%,liu2_chen2xi1
